mass v1 v2 v3 v4 v5 v6 tag
mass tag
1566.62522359 4mm
97.6874076905 m
90.2581331037 e
90.7181902691 m
1358.55385169 4me
1419.1483309 4mm
90.2404067682 e
90.8644531198 m
1495.25052562 4me
1857.34157304 4mm
1704.54514594 4mm
90.392684054 e
92.7017361272 m
1459.97025894 4me
89.8004675711 e
95.5331473477 m
1424.97012892 4ee
1551.53074472 4mm
106.611378291 m
1477.06885731 4ee
89.1888227312 e
78.9185477026 m
1058.63715142 4me
94.2009078526 m
1748.25742178 4mm
87.3160250152 e
81.106276678 m
1596.122373 4me
95.1047611918 e
85.9739908113 m
1441.60127934 4me
88.4833822991 e
1312.98773655 4mm
1465.32065337 4mm
1476.59968813 4ee
91.4732703637 e
94.599847475 m
1668.03890829 4me
93.9695923441 e
104.012227397 m
1516.3228031 4me
96.3844754328 m
92.0445341887 m
1202.51619348 4mm
90.8211803534 m
1894.2583838 4mm
92.7195065622 e
79.4372721399 m
1514.96136295 4me
90.6768463544 e
93.4614602539 m
1475.48922489 4me
86.1896199225 m
1546.17241144 4mm
1474.87684104 4mm
91.899535469 e
90.392215325 e
93.1255076106 m
1446.1777748 4me
1446.88274235 4ee
91.577644112 e
86.3199727769 m
1390.14264516 4me
94.6022462593 e
78.5266112569 m
1330.10696818 4me
91.7477023155 e
85.0569901421 m
1333.52494821 4me
89.2929515755 e
98.1084664885 m
1594.78111616 4me
1412.29151945 4mm
1338.598891 4ee
1487.74445151 4ee
1535.96602851 4ee
89.7210136282 e
92.5458611736 e
85.6434546763 m
1408.55099913 4me
94.1533710681 e
102.978384439 m
1601.78015185 4me
1612.04766182 4mm
1636.09628115 4ee
1444.29051503 4mm
69.9509488423 e
84.251547004 m
1407.03092654 4me
91.1346227631 e
85.1473088663 m
1439.15087234 4me
13.141918389 e
27.8230686196 m
94.6771668594 e
89.3539025496 m
1449.38951037 4me
91.5610719166 e
90.2457467328 m
1481.25140191 4me
37.8689881739 e
90.3213328426 e
86.3896100098 m
1633.214119 4me
83.7937913342 m
1399.1886762 4mm
89.4800308177 m
1346.14330778 4mm
88.9833328527 e
90.6388875397 e
91.4975373908 m
2205.92434301 4me
92.0714373867 e
1508.01936109 4ee
86.7780690002 e
83.7556812667 m
1404.93809484 4me
1469.70081544 4mm
1384.67163229 4ee
91.1850587447 e
91.968388998 m
1132.40535653 4me
1671.79504739 4mm
91.6312737215 e
91.9455768298 m
1608.79721698 4me
89.6763481091 e
93.305925358 m
1514.0479803 4me
788.469423753 4ee
92.0251265031 e
99.5834395164 m
1187.34416622 4me
39.7011933281 e
101.844804677 m
925.038666758 4me
1475.62488226 4ee
1480.82697647 4mm
88.5862899751 m
89.9785548863 e
88.1383314224 m
1399.9486622 4me
90.1241708886 e
88.3739571898 m
1438.66420399 4me
1510.51021443 4mm
1473.33194644 4ee
91.5688110617 e
89.4517869651 m
1383.01164034 4me
92.8901443488 e
93.753112932 m
1560.36517736 4me
97.6181935201 e
88.7498037911 m
1478.77123772 4me
86.8802274525 e
92.3472060706 m
1468.74295562 4me
87.7400294615 e
97.7094733472 m
1539.1701782 4me
90.9399252842 e
100.60007932 m
1613.17326474 4me
89.0861135708 m
93.3509487412 e
87.921702027 e
72.3667707236 m
1466.20144614 4me
98.6882775624 e
87.6486480356 m
1571.93800188 4me
89.191975844 e
74.9856314144 m
1261.04039451 4me
1431.59451611 4mm
1086.68583733 4mm
89.8635610561 e
93.1814707919 m
1534.58149896 4me
1619.97834384 4ee
1427.68398837 4mm
90.9827417262 e
80.243902722 m
1224.36808695 4me
1529.94253881 4ee
85.9906925526 m
1569.55870182 4mm
92.5806029357 m
360.817888504 e
638.490651155 m
90.9113864424 e
89.0958338437 m
1183.11575127 4me
84.7602837496 m
50.5282776485 e
98.9203494676 m
1279.51034959 4me
97.5838138928 e
72.1045020938 e
99.0735758564 m
1659.17569836 4me
98.7233685718 e
70.2144812756 m
1367.40403601 4me
89.7005260852 e
75.4324554355 m
1389.57629033 4me
970.946471426 4mm
1473.57657411 4ee
92.820536937 e
89.7928163495 m
1477.76891976 4me
72.744515538 g
90.2023260598 m
24.2132809422 m
88.016305736 e
98.3741951468 m
1534.55601717 4me
91.2543301128 e
94.8047943151 m
1531.45213657 4me
87.8800315063 e
79.5782037618 m
1534.36524809 4me
1484.91680052 4ee
1472.10709755 4ee
852.615069668 g
110.255100956 e
86.0578263348 m
1468.80824553 4me
1450.21414575 4ee
93.376312191 e
78.7936745171 m
1175.62099797 4me
1403.39743029 4mm
77.6614934848 e
83.1966937348 m
1381.25531624 4me
1550.89195106 4ee
57.6972658973 e
93.6130573472 m
1658.98089861 4me
93.2926507978 m
93.0630641779 e
1432.15944129 4ee
93.8369925697 e
83.0388767307 m
1291.96049007 4me
88.6698810873 m
89.2730533384 e
1352.20459364 4ee
1047.05899774 4ee
1329.41231384 4ee
92.9929751989 e
88.5937599286 m
1709.87842684 4me
92.1545148905 e
90.8843107124 m
794.428630499 4me
91.1887754973 e
85.2558550981 m
1428.5268474 4me
95.102904995 e
91.2186858442 m
1557.1995196 4me
1381.53952517 4mm
91.9583390844 e
85.8875681545 m
1501.49886282 4me
1424.64596545 4mm
92.1327608887 e
83.9054787097 m
1442.37393441 4me
91.0610676781 e
88.4805866229 m
1816.59123662 4me
86.8514362529 e
1483.62062913 4ee
1241.39859968 4ee
1496.56561336 4ee
90.9989540106 e
87.3816349886 m
1537.77763544 4me
413.993919929 g
118.169055614 e
12.9793641831 m
89.126494604 e
86.4953402129 m
1479.51222953 4me
83.7184554406 e
98.3922039609 m
1529.17962766 4me
192.241570095 g
89.7006716809 e
93.7988666388 m
1628.64180413 4me
1922.79653252 4ee
1484.24918775 4ee
69.3821147165 m
204.635207461 g
1459.46368446 4ee
1415.34564206 4ee
97.1654199086 m
90.7034145819 e
90.1035536555 m
1334.99142039 4me
1529.49879009 4ee
1253.18766299 4ee
93.2015726766 e
88.246986818 m
1613.00143526 4me
1338.03075013 4mm
1395.71749207 4mm
1782.3275719 4ee
97.0508528243 e
109.626250659 m
1783.18063339 4me
120.109559167 e
82.549716349 m
94.4110430024 m
91.2987538804 e
93.1493046153 m
1526.82971682 4me
1651.47130614 4mm
1430.60343174 4ee
111.605501165 m
92.6597612215 e
97.0061592483 m
1644.5314567 4me
96.8441421222 m
90.0767199104 m
89.3952992129 e
103.708835274 m
1594.97857076 4me
90.8380026183 e
1490.89393609 4ee
87.933439814 e
29.2705222172 m
828.989604026 4me
89.7522825401 e
1637.05910367 4ee
100.580653742 e
84.9291292243 m
1422.07285214 4me
89.6744742728 e
76.0680607838 m
1397.28232978 4me
90.8098580867 e
101.024458679 m
1571.60007241 4me
88.8835969185 e
88.5488204329 m
1554.70169462 4me
85.6054416477 m
89.7736615441 e
90.307779202 m
1329.90484991 4me
87.23085904 e
80.4537535139 m
1220.04773952 4me
71.9945394152 m
1507.59379293 4ee
86.8776311728 e
149.758901624 m
91.9880507754 e
38.6877410051 m
32.4076711487 m
130.912508946 e
85.7691667316 m
90.614547912 e
95.7288171483 m
1485.58867459 4me
79.167254482 m
1327.25348006 4mm
1805.37750491 4mm
91.8868423456 e
88.9108098653 m
1324.40468207 4ee
95.8744014933 m
93.6038091257 e
88.9411499058 m
1073.68802804 4me
1379.0285845 4ee
1536.29392389 4ee
1402.50354921 4ee
91.5938217749 e
63.6373061939 m
1318.43742074 4me
101.207530806 m
94.1991511622 e
79.8757432895 m
1250.09475611 4me
1362.93125694 4mm
92.7214408337 e
1534.62997596 4ee
92.1634273491 e
78.1863921966 m
1552.30399452 4me
829.367768311 4mm
94.0515689828 m
90.1167124427 e
88.607534027 m
1533.23700809 4me
90.5462161801 e
95.3704444567 m
1563.02531228 4me
91.8450150122 e
86.2872395792 m
1533.2928383 4me
1501.30628165 4mm
89.4336578196 e
88.9192193635 m
1659.9491738 4me
1451.31118089 4ee
91.8469737834 e
1454.23344587 4mm
90.9587488095 e
99.9332034836 m
1602.99610844 4me
90.5839424006 e
94.9752418489 m
1354.02815901 4me
1514.41890604 4mm
1476.80122618 4ee
64.6619051853 e
87.8985058603 m
1672.07843867 4me
13.697527473 e
84.4395484199 m
571.710688169 4me
89.0976117615 e
87.1437851259 m
1430.05277442 4me
90.3502918759 e
98.1554461209 e
90.8481698983 m
1580.3384973 4me
1406.24655836 4mm
1464.82995599 4ee
90.5836515545 m
91.9278200142 e
107.087215979 m
1465.77116352 4me
90.8654869178 e
82.4357458541 m
1414.70455292 4me
1483.29723067 4ee
96.1115692456 m
93.7858071048 m
105.720397975 e
96.8136932372 m
1556.11862104 4me
89.7241552912 e
79.2776293832 m
1380.25205411 4me
78.1467416405 e
96.0102630748 m
1473.91488387 4me
91.2244687331 e
73.1271629663 m
1336.64177805 4me
89.7080872147 e
80.9488925431 m
1722.65937362 4me
88.4741182277 e
87.7216153476 m
1012.4388753 4me
89.370686419 e
86.0281985872 m
1468.50229111 4me
93.4247474926 e
87.0809830986 m
1233.63210495 4me
1467.08330279 4ee
82.9981474891 e
89.2133433668 m
1396.85473371 4me
93.5105527575 e
91.6782428799 e
83.5292014447 m
1427.22152335 4me
1767.75599289 4ee
1615.03801026 4mm
1411.02160507 4mm
955.339327663 4ee
85.9854770521 e
86.2719172385 m
1483.96940217 4me
89.9064951908 e
83.0859929233 m
1221.09147206 4me
90.3106435362 e
67.5786141497 m
1217.05446583 4me
94.30057278 e
85.3592782221 m
1401.5503038 4me
88.4626961969 e
75.5390271304 m
1372.44618541 4me
1713.60491038 4mm
1532.28699932 4ee
89.5373108444 e
87.6654556988 m
1265.33421107 4me
1399.47996565 4mm
86.963303219 e
86.879478021 m
1545.44509254 4me
84.1769935133 e
90.0351731765 m
1392.312814 4me
93.1295414635 e
103.493501902 m
1676.91433621 4me
1780.80523185 4mm
90.7615573438 e
89.3405995894 m
1494.9378711 4me
1608.52548472 4mm
1488.12182312 4mm
92.1680034523 e
89.7223401088 e
86.5671418086 m
1516.90550008 4me
1509.06630734 4ee
91.8544778547 e
24.1052011062 m
798.767772299 4me
1461.63003337 4mm
1498.23561749 4ee
1383.6602292 4mm
66.7198345553 e
23.4474846229 m
1061.06025393 4me
13.8444796222 e
85.778646898 m
762.986776159 4me
91.6726679222 e
94.5676284593 m
1598.38226487 4me
91.7025000378 e
97.2871601587 m
1680.3533347 4me
77.6133838098 m
90.3359019254 e
12.2432575175 m
827.873980571 4me
1872.13075959 4ee
1460.59501192 4ee
624.693801278 g
89.6385466227 e
91.6465492652 m
1404.5848628 4me
92.8644314609 e
99.336278892 m
1604.82917809 4me
89.3881647239 e
1570.06981463 4ee
41.9363289535 g
1522.85989681 4mm
90.9420090568 e
64.0423055286 m
1521.23462886 4ee
80.7539722701 m
1541.45448226 4mm
84.2914530927 e
94.1895956714 m
1603.62516446 4me
95.4163291288 m
1549.88947295 4mm
86.7787949835 e
96.8840634076 m
1600.44877987 4me
88.8778628869 e
90.2873952025 e
9.67755889565 m
1400.10104546 4mm
87.3149050962 m
90.2781535965 e
90.3585726885 e
75.2466517103 m
1523.70196675 4me
786.941726893 4mm
82.3394817015 e
85.7075657182 m
1569.98717109 4me
1361.19872205 4mm
1526.40477549 4ee
1531.58014089 4mm
92.0225593008 e
100.92424918 m
1620.06619966 4me
20.9106475014 e
62.8344007148 m
972.028339351 4me
1307.95486032 4ee
1480.49176924 4mm
1173.76669065 4ee
124.704379631 m
1396.14696825 4ee
96.1443923859 e
90.8997497142 e
85.8220235789 m
1411.0468949 4me
93.5611605181 m
92.1669446419 e
100.132961681 m
1654.44648883 4me
90.905353531 e
91.3197804988 m
1514.46830822 4me
104.743584471 e
93.1241972625 m
1534.168001 4me
86.5607263284 e
5.99611070238 m
91.6867417081 e
97.9085028569 m
1503.78380537 4me
93.5172015035 e
103.426403256 m
1506.54682617 4me
89.9909021293 e
83.7083703181 m
1516.67267482 4me
76.0258566002 m
90.8585827757 e
85.5506138271 m
1096.28267525 4me
91.9875675057 e
89.0847978959 m
1388.86769989 4me
84.2411493117 e
278.00910408 m
92.1144929728 e
30.4742895558 m
800.447172491 4me
91.2022534208 e
30.4020394941 m
868.130549648 4me
2056.79845881 4mm
95.4906602315 e
70.2977124318 m
1262.88919856 4me
94.238343093 e
84.9427488108 m
1454.01305985 4me
67.2625070136 m
1449.13832538 4ee
1492.24218296 4ee
90.2935395017 m
1402.88209531 4mm
90.1753099683 e
11.0591859157 m
67.7676674358 m
67.5376894912 e
86.7959715069 m
1484.45032673 4me
1269.06171861 4mm
91.1857274292 e
104.140506533 m
1658.84105123 4me
1563.21284612 4mm
91.2886625166 e
114.238184565 m
1744.25014844 4me
90.6065300202 e
86.6845368065 m
1496.77516845 4me
91.5213176933 e
93.774386263 m
1679.85356476 4me
89.6869517159 e
1573.40168398 4mm
95.4768502074 m
1690.34444794 4ee
92.5487661084 e
81.6123443557 m
1419.42988383 4me
90.7722466395 e
87.0792583784 m
1460.44198207 4me
104.67494987 e
84.0982554831 m
970.562019208 4me
29.6110503449 e
1506.02248652 4ee
85.3515557281 m
90.9471730816 e
134.843925472 m
91.1637751924 e
82.6473506406 m
1356.38192816 4me
162.064851938 e
80.5572468387 m
90.1354592682 e
99.2053542148 m
1622.49683315 4me
1581.15330663 4mm
92.2191551765 e
87.4905393738 m
1556.10606666 4me
1604.96752598 4ee
71.666485095 m
83.7062529926 m
90.3752694938 e
85.6659111841 m
1398.52550587 4me
901.265864647 4ee
93.4731169554 e
99.1786032633 m
1399.36065593 4me
88.2698083006 e
95.9744359762 m
1247.80664236 4me
0.758640104978 m
63.949799069 g
1527.90323202 4ee
94.1936891521 e
88.0391333015 m
1555.6467172 4me
89.9499900937 e
98.2365076087 m
1576.22663143 4me
88.1939253987 e
85.4428219517 m
1432.25589725 4me
92.3971277292 e
89.050077984 m
1388.44784161 4me
84.564893711 e
87.8091344747 m
1627.7752035 4me
1586.91434007 4mm
1485.23780531 4ee
96.3681099356 e
1417.01532823 4mm
1509.73981454 4ee
1326.04147888 4ee
1505.2942001 4ee
89.2504267772 e
90.8849440631 m
1510.54607388 4me
1587.01671083 4ee
90.9141212412 m
112.178891158 e
88.6422799039 m
1491.02767088 4me
83.5901990418 e
81.4224795031 m
1498.62807362 4me
950.973613506 4mm
1389.45687998 4mm
88.2880558957 e
86.9482029318 m
1458.14698515 4me
1604.54895674 4ee
93.4620236705 e
92.5146149804 m
1531.33009174 4me
1583.88585006 4mm
90.3003130813 e
75.5529498929 m
1642.43708058 4me
91.2480241856 e
78.563074785 m
1468.91321523 4me
1569.31457562 4mm
132.19455256 e
94.2914406678 m
83.7926734821 e
84.2823308906 m
1689.63185093 4me
1555.18177068 4mm
1262.32411391 4mm
98.1780915109 m
90.2134253045 e
76.5527075329 m
1489.52575571 4me
90.0849335328 e
97.4940202406 m
1547.32039125 4me
1343.11827326 4mm
89.2602479852 e
91.8275784186 m
1661.15916475 4me
79.971278571 e
100.594639428 m
1615.59020719 4me
88.1499316971 e
67.2713350319 m
1360.6497942 4me
87.6261342396 e
97.5298456867 m
1636.82344687 4me
77.2931794307 m
77.178728349 e
90.3368905241 e
92.7274474644 m
1623.91333988 4me
87.9944022693 e
102.295232772 m
1501.25816972 4me
90.8211603804 e
94.4184944695 m
1521.0840861 4me
92.2810587001 e
88.2876466699 m
1489.24757658 4me
92.024922049 e
87.2185668754 m
1482.11305947 4me
90.1578931333 e
9.28369703032 m
1308.86806677 4mm
1555.75465881 4mm
124.875242769 e
87.0310673329 m
87.5944884034 m
38.9510665718 e
88.8650719878 m
810.72436147 4me
89.9153824992 e
90.6229665989 m
1534.84025471 4me
121.898036629 m
88.5065198154 e
95.569051384 m
1385.51664778 4me
89.6097974338 m
1550.08220656 4ee
88.3402973229 e
97.8736531758 m
1607.40323671 4me
90.8137704939 e
80.9493408771 m
1279.21052435 4me
1473.65994965 4mm
1553.31550032 4ee
93.7052491521 e
94.0093447031 m
1413.23607099 4me
1532.39499321 4mm
93.2883016693 m
1398.70357418 4ee
90.1622863714 e
18.5574438004 m
1117.92708984 4me
93.7608411098 m
1565.14202789 4mm
92.8782714378 e
98.5470498171 m
1295.98383063 4me
92.0835550499 e
88.3816707804 e
86.9258758896 m
1442.21893205 4me
1481.95691484 4ee
1634.86607401 4ee
1655.52060253 4mm
1440.30590346 4mm
90.0865477414 e
98.2884997176 m
1551.64452509 4me
1396.74372981 4mm
1359.03016205 4mm
92.0612032732 e
97.6065911619 m
1550.11715762 4me
1559.63357771 4ee
1479.07580159 4ee
1484.29304977 4ee
96.8111093497 e
86.4531753322 m
1195.37864058 4me
118.372300655 e
91.2920904994 e
91.6733310195 m
1480.33850006 4me
92.0151199581 e
111.999277732 m
1368.92037048 4me
1688.76786437 4mm
85.7037470066 m
91.9376461642 e
94.9262302115 m
1509.9903264 4me
1398.88124808 4ee
90.9589017307 e
87.8912085563 m
1502.09223279 4me
73.3293556117 m
1829.91190155 4mm
1443.98607863 4ee
1198.71543957 4mm
89.2415991224 e
92.951539646 m
1454.51600217 4me
1483.68417107 4ee
84.5527365023 m
91.5482208737 e
116.854014678 m
90.0880188249 m
335.051702745 g
1536.6898773 4mm
798.2002496 4ee
90.606153194 e
94.1319705794 m
1404.41425092 4me
87.0488644992 e
90.0422220241 m
773.393791318 4me
90.9121242261 e
89.4048032072 m
1411.30622995 4me
90.0629805541 m
90.482985162 g
1162.92385243 4ee
93.1765944565 e
84.8691892795 m
1464.7059099 4me
106.726195428 e
81.3786024804 m
1399.05379949 4me
57.3204962268 m
1585.67418719 4mm
29.1411594739 e
29.5928249843 m
89.6870497684 e
89.7657490249 m
1206.07889783 4me
89.8758020537 e
95.7551558552 m
2170.48532806 4me
1479.0883664 4mm
91.3764812642 e
94.1523837514 m
1510.24640746 4me
86.5585760945 e
16.4269355145 m
448.908455986 4me
87.3246311609 m
1564.87896655 4mm
1432.70862943 4mm
91.789966085 e
90.0645941959 m
1328.99739236 4me
1466.19581054 4ee
62.0241740801 e
98.4880726711 m
1571.50321085 4me
88.391053444 e
98.8835257373 m
1586.80935113 4me
94.2720445743 e
88.4212557664 m
1472.42605036 4me
78.3447727693 e
89.6232682814 m
1558.77837952 4me
1415.42530406 4mm
1161.02890653 4mm
90.1040774629 m
1458.95411641 4mm
87.6611881811 e
85.597939619 m
1406.23959714 4me
91.8583024 e
1742.44934341 4ee
1422.98333626 4mm
1435.17200376 4ee
79.2098119539 e
89.6772607518 m
1494.40057533 4me
92.8721474933 e
92.7475523473 m
1512.96390026 4me
96.9376618981 m
1481.27155276 4ee
87.4460005055 e
1005.82440599 4mm
88.1685168613 e
92.4770132174 m
1496.60317343 4me
1462.6200716 4mm
1483.77063122 4ee
88.1600820298 e
91.8461850313 m
1514.49661384 4me
1501.47730163 4ee
1477.26971954 4ee
90.2824417545 e
108.780949118 m
1585.6306751 4me
1501.16887018 4ee
83.2288485508 m
1254.1300792 4mm
91.4043557936 e
89.3339465794 m
1545.62190945 4me
88.0500335996 e
89.2373133587 m
1432.51297029 4me
93.5661892549 e
89.0043159428 m
1420.87065706 4me
354.707710608 g
1500.7350224 4ee
1500.61808961 4ee
91.8435805299 e
103.78364158 m
1522.12155068 4me
1497.06512906 4ee
1482.41512535 4ee
92.1005827152 e
101.523224871 m
1609.88469651 4me
1457.41728603 4mm
86.9707592939 e
94.0439853258 m
1554.50605958 4me
88.0673327232 m
94.0119647152 e
94.3927354293 m
1380.49537376 4me
1497.33493668 4ee
92.9230089205 e
90.3470100979 m
1527.38997206 4me
92.351450311 e
95.7169036906 m
1560.09275068 4me
88.0866744219 e
90.7755101292 m
1475.29704196 4me
51.5779450579 e
86.6593985221 m
1334.18750534 4mm
1517.1450389 4mm
90.5995685748 m
82.8372024994 m
1511.1195373 4ee
89.8472172353 m
91.5071591949 e
80.7449524756 m
1428.07728478 4me
92.0615456098 e
105.378309877 m
2008.12381154 4me
54.2926606915 e
102.371286647 m
1441.10085487 4me
1501.75815705 4ee
87.644883538 e
90.7547349836 m
1490.17942996 4me
1532.78397476 4mm
1441.419736 4mm
88.4247543319 m
94.5385860569 e
1369.08465959 4ee
546.911052557 4ee
1436.63648253 4mm
89.4927547786 e
87.299031788 m
1452.38889554 4me
90.0912143727 e
93.0824346978 m
1532.42436076 4me
89.4104106651 e
1542.02852596 4ee
86.3243573736 e
93.956431544 m
1563.73980663 4me
92.5223932251 e
101.191515785 m
1303.32745226 4me
92.3508095738 e
1369.04324851 4ee
90.0684745388 e
85.8145874854 m
1390.27121752 4me
1495.56438725 4ee
91.0549586875 e
83.138249041 m
1404.25777891 4me
1481.5747843 4ee
1509.65568379 4ee
1461.83410904 4mm
56.9768976285 m
90.1184212707 e
96.845984982 m
1570.73560007 4me
91.4311975231 e
91.4859593155 m
1520.16946848 4me
1507.78659446 4mm
79.6573039207 m
93.8457939236 e
35.1198163567 m
1340.47734949 4me
1098.37385131 4mm
91.1029379603 e
79.1615187595 m
1460.25349686 4me
1569.03730688 4ee
91.8539352684 e
94.086207969 m
1605.31740413 4me
1367.69283998 4mm
91.7520972318 e
1513.45702518 4ee
90.6302797703 e
104.830053133 m
1682.400406 4me
87.6778032431 m
188.564342899 g
1072.3694924 4mm
89.8693052575 e
89.5081643522 e
148.356528389 m
88.0803533863 m
91.7687576582 e
88.6185887315 m
1463.46857719 4me
93.8497448282 e
90.0651642443 m
1592.53634054 4me
87.548483013 e
95.7636795016 m
1766.31434952 4me
92.4513161129 e
85.896639999 m
1461.66915965 4me
92.5287396687 e
92.1245330266 m
1491.78204754 4me
1334.41710649 4ee
89.6629227135 e
101.382067624 m
1564.53612338 4me
89.9515206646 e
11.9164895806 m
88.7305641421 e
88.5275532919 m
1397.59541774 4me
93.4089509694 e
109.771109731 m
1644.92680297 4me
1409.17880981 4mm
1505.53036681 4mm
91.73729359 e
90.9254812736 m
1242.91796399 4me
91.9791053003 e
81.1665057592 m
1363.49391427 4me
1523.32675927 4ee
90.8206461765 e
83.4119253616 m
1447.69126043 4me
42.3688546444 e
122.826350718 m
78.1844614111 e
86.6116455572 m
1566.53353793 4me
90.5007754236 e
94.3653310858 m
1381.57690705 4me
1339.62138501 4mm
25.6280188619 e
9.70157757593 m
91.6218837749 e
114.244491032 m
2278.78057137 4me
90.6571775747 e
90.4465984507 m
1468.29840587 4me
1376.56237483 4mm
1518.44972646 4mm
95.2805641815 e
96.539108016 m
1550.56229524 4me
139.70727954 e
96.9720705219 m
91.5581423891 e
94.6408610722 m
1157.56507289 4me
87.7831916483 e
89.681569129 m
1539.26786815 4me
91.3346355698 e
1418.85275001 4ee
82.9250033726 m
1567.0794347 4mm
86.2702001045 e
93.0599665778 e
86.134451743 m
1416.34279307 4me
87.6822008532 e
85.6260823453 m
1682.45591085 4me
982.760015441 e
88.9580086363 e
89.92013058 m
1506.09283521 4me
89.6903853974 e
77.4153330885 m
1407.74949018 4me
94.6926556657 e
95.0345550866 m
1606.89844199 4me
1493.72990368 4ee
1499.82182304 4mm
65.8063804743 e
1395.26234385 4ee
115.969929612 m
1545.49138639 4ee
1493.93495906 4ee
86.8820532084 m
85.0648347117 m
89.3428928511 e
95.0515894598 m
1662.49799861 4me
90.1293228091 e
99.1049641964 m
1729.58108887 4me
1477.39933712 4ee
1575.29417074 4mm
1256.42653459 4mm
100.904159097 e
88.125001238 m
1867.75185209 4me
91.9369189705 e
103.452523233 m
1562.79551178 4me
89.0189007988 e
81.4656930255 m
1436.03063891 4me
1436.84457754 4ee
1471.93505482 4mm
91.9505894005 e
112.304139382 e
91.1322588074 m
1521.04100225 4me
87.7247527797 m
88.7883126216 m
1442.82636882 4ee
1529.23746861 4ee
1439.58549648 4ee
653.959582481 4ee
1542.215795 4mm
86.6829971273 e
84.4240382435 m
1541.14226049 4me
1493.29318331 4ee
949.953157423 4ee
90.3518404185 e
78.8714904543 m
1261.6085798 4me
91.5044488754 e
87.6866264651 m
1496.80470728 4me
735.998116397 4mm
100.703636197 e
92.5062961128 m
1435.01563781 4me
1480.14106795 4mm
1526.9909102 4mm
89.6619897984 e
97.4423991283 m
1571.09087268 4me
1535.30821195 4ee
92.930294113 e
90.2457910694 m
1154.22238463 4me
1514.51707198 4mm
799.718353493 4ee
1418.97272769 4ee
74.8296308342 m
1472.33255354 4mm
1784.73083175 4mm
91.6500694906 e
90.5832366398 m
1495.67267084 4me
1395.96995998 4mm
89.25812236 e
82.2919547017 m
1405.45631593 4me
1465.03089223 4mm
91.5274939167 e
14.8631058936 m
400.476495578 4me
1383.33258009 4mm
85.454267616 m
100.234433914 e
101.175761724 m
1635.02110503 4me
1499.44952626 4ee
90.2076644328 e
111.122432645 m
1811.11246132 4me
1629.72658636 4ee
99.1359622936 m
1516.45102228 4ee
79.0055638617 e
81.3500497676 m
1455.78139578 4me
1459.23068304 4ee
69.6764838304 m
89.9962582785 e
1523.95625011 4ee
28.6639154639 e
91.7706132289 e
101.792529181 m
1499.18872817 4me
105.003883436 m
1559.91942458 4mm
1162.07120275 4mm
89.1901098802 e
87.1231611009 m
1511.7386792 4me
91.5232041689 e
86.1611196945 m
1626.95895949 4me
1758.54313018 4mm
90.4327567716 m
90.5132558521 e
91.582623694 m
1701.00201348 4me
1466.08789333 4ee
90.2302108371 e
94.0632165343 m
1536.01350113 4me
86.8491949417 e
91.2520092569 m
1398.48852165 4me
50.9734182299 m
90.8698599758 m
87.8304823244 e
1499.72165841 4mm
1436.5205476 4mm
91.4562947041 e
78.7002198033 m
1473.13790212 4me
1463.28481136 4mm
1483.53401807 4ee
707.81225812 m
52.5761904067 m
91.7331448729 e
1474.33249738 4ee
1415.13569811 4mm
1400.07550876 4mm
89.1303885529 m
1597.81611907 4mm
84.668298352 m
143.293951814 g
1828.86362378 4mm
1275.59145833 4ee
1381.44895754 4mm
88.5664115169 e
83.1976740044 m
1431.9455503 4me
1389.93195737 4ee
90.7735236464 e
92.4886095884 m
1944.50328023 4me
92.8027445983 e
1454.70390009 4mm
71.3701776945 e
82.5689153449 m
1394.09918063 4me
89.8047780887 e
87.7476324318 e
46.9531000421 m
548.207328107 4me
89.2357717623 e
103.11942042 m
1610.32242123 4me
1309.82529165 4ee
77.7549307586 e
92.8267478635 m
1330.01954128 4me
124.697588725 m
1485.89961958 4mm
92.5459880799 e
132.893940219 m
29.0523077954 g
94.2450251997 e
87.4332483182 m
1454.36815376 4me
88.5284367398 e
89.8107839827 e
19.2616693171 m
757.750142315 4me
1545.06837923 4ee
1495.33557607 4mm
1494.47127535 4mm
91.1348165253 e
75.1523299013 m
1314.97772446 4me
89.4182642554 m
1460.6797851 4mm
90.1816059492 e
97.8043076485 m
1547.15674381 4me
1512.57829741 4mm
91.3881573553 e
80.0933620494 m
1351.83527615 4me
76.6496162252 e
83.7703083964 m
978.005592508 4me
79.128663848 e
127.027424593 m
1250.36642491 4ee
95.0899730634 m
1472.35847355 4mm
89.3561239023 e
138.443866897 m
90.4989836722 e
89.356928869 m
1344.77492513 4me
1420.93520034 4ee
1497.49364932 4ee
98.067017275 e
72.4519841962 m
1450.84517212 4me
92.7707987204 e
91.0933614457 m
1678.56892239 4me
92.673496012 e
99.8565534239 m
1482.70168532 4me
1357.50829616 4mm
1483.74979609 4ee
1426.02682127 4mm
1345.44658597 4ee
1465.46594058 4ee
91.3249415812 e
112.161838904 m
1680.30331387 4me
1514.29414453 4mm
90.6763275537 e
103.500977469 m
1565.26667561 4me
90.1974273839 e
90.3594607722 m
1086.87044919 4me
1937.56459177 4ee
1362.25776842 4ee
95.7826286 e
83.6302248473 m
1400.78660225 4me
1532.27212795 4ee
89.7439804533 m
93.1543993578 e
91.4185291349 m
1647.33409605 4me
89.0924432344 e
95.7412175925 m
1228.01784314 4me
82.6135141266 e
89.0652256385 m
1466.13271079 4me
90.8594745147 e
87.1312155823 m
1623.03354664 4me
1193.90520732 4ee
